Hiligaynon,English
Tuo (Tui) ang akon ginasiling sa imo.,Believe what I am saying to you.
Salig kamo sa amon kagamhanan.,Trust in our authority.
Higugma (Higugmaa) ang imo isigkatawo.,Love your fellowman.
Ulikid (Ulikid) sa mga nagakinahanglan.,Care for/Look back on those in need.
Bulig (Buligi) ang imo pamilya sa uma.,Help your family on the farm.
Obra (Obraha) ang imo katungdanan.,Work on/Do your duty.
Tapos (Tapusa) ang inyo pagpangabudlay.,Finish your labor.
Pahuway kamo sa landong sang kahoy.,Rest in the shade of the tree.
Tulog kamo sing maayo subong nga gab-i.,Sleep well tonight.
Bugtaw kamo sing aga pa bwas.,Wake up early tomorrow.
Lakat kamo pakadto sa simbahan.,Walk/Go toward the church.
Balik kamo diri sa amon banwa.,Return/Come back here to our town.
Anot kamo sa amon pagtilipon.,Join/Accompany us in our gathering.
Sunod kamo sa akon paglakat.,Follow me as I walk.
Una ka lang sa pagdalagan.,Go ahead in running.
Ulihi na kita nag-abot sa pista.,We arrived late/last at the fiesta.
Dungan kita sa pag-amba sang laylay.,We sing the melody simultaneously/together.
Liwat (Liwata) ang imo ginsiling kaina.,Repeat what you said earlier.
Isog (Isuga) ang imo buot sa unos.,Make brave your heart in the storm.
Hadlok kamo sa daku nga balod.,You are afraid of the big wave.
Kabuylog kita sa sining kadaugan.,We are participants/partners in this victory.
Ugyon kita para sa kaayuhan sang tanan.,Unite for the welfare of all.
Daug (Dauga) ang daku nga pa-isog.,Win the big competition.
Pildi ang nag-intra sa hampang.,The one who joined the game lost.
Patawad (Patawara) ako sa akon sala.,Forgive me for my sin.
Saylo (Sayloha) ang gamit sa pihak.,Move/Transfer the things to the other side.
Ay-o (Ay-uha) ang guba nga kural.,Fix/Repair the broken fence.
Guba (Gub-a) ang malain nga kaisipan.,Destroy/Break the bad thoughts.
Tahi (Tahi-a) ang gisi nga panapton.,Sew the torn cloth.
Hablon (Habla) ang manami nga patadyong.,Weave the nice checkered wrap.
Gisa (Gisaha) ang ahos kag sibuyas.,Sauté the garlic and onion.
Luto (Lutu-a) ang aton panyaga subong.,Cook our lunch now.
Kaon (Kinaon) na nila ang tanan.,They have already eaten everything.
Inom (Inuma) ang bugnaw nga duga.,Drink the cool juice.
Tapos na ang aton pag-istoryahanay.,Our conversation is finished.
Salamat gid sa inyo pag-upod.,Thank you very much for joining.
Walay sapayan sa inyo kaalwan.,You're welcome for your generosity.
Paalam na sa inyo tanan subong.,Farewell to you all now.
Malapad ang dagat sa amon probinsya.,The sea is wide in our province.
Madalom ang lawod nga aton ginaagyan.,The open/deep sea we are passing through is deep.
Matinlo ang tubig sa sining suba.,The water in this river is clean.
May mga isda sa gamay nga sapa.,There are fish in the small creek/brook.
Malinong ang linaw sa ibabaw sang bukid.,The lake on top of the mountain is peaceful.
Nagapamunit sila sa higad sang baybay.,They are fishing by the beach/shore.
Mabaskog ang balod tungod sa hangin.,The wave is strong because of the wind.
Halong sa pagtabok sa busay.,Be careful crossing the waterfall.
Madamo nga kasag sa katunggan.,There are many crabs in the mangrove swamp.
Manabaw ang hunasan subong nga hapon.,The tideland/low-tide area is shallow this afternoon.
Mataas ang bukid sang Kanlaon.,The mountain of Kanlaon is high.
Nagapahalab sila sang baka sa bungsod.,They are grazing cows on the hill.
Puno sang kahoy ang gamay nga pukatod.,The small mound/hillock is full of trees.
Malapad ang kapatagan sa Iloilo.,The plains in Iloilo are wide.
Mapula ang duta sa sining lugar.,The soil/earth in this area is red.
Matig-a ang mga bato sa kilid sang dalan.,The rocks on the side of the road are hard.
Madulom sa sulod sang kweba.,It is dark inside the cave.
Nagtago ang sapat sa daku nga guhab.,The animal hid in the big hole/cave-in.
Nalibutan sang tubig ang sining pulo.,This island is surrounded by water.
May daku nga pangpang malapit sa suba.,There is a big riverbank/cliff near the river.
Piligro ang magtindog sa higad sang kunsaran.,It is dangerous to stand at the edge of the steep slope.
Nagatanom sila sang balinghoy sa latagon.,They are planting cassava in the field/open land.
Nakita ko ang usa sa tunga sang katalunan.,I saw the deer in the middle of the forest/wilds.
Nagasiga ang bulkan kon gab-i.,The volcano glows at night.
Mapiit ang agyan sa kikig sang bukid.,The path on the ridge/flank of the mountain is narrow.
Mainit ang adlaw subong nga udto.,The sun is hot this noon.
Masanag ang bulan kon ugsad.,The moon is bright when full.
Madamo sang bituon sa kalangitan.,There are many stars in the heavens/sky.
Nagaporma na ang madamol nga gal-um.,The thick dark clouds are forming now.
Nagahugunos ang mabaskog nga hangin.,The strong wind is howling/blowing.
Magabunok ang daku nga ulan mamaya.,A heavy rain will pour later.
Nakulbaan ang bata sa huni sang dagu-ob.,The child was nervous at the sound of the thunder.
Nasilawan ako sa kasanag sang kilat.,I was blinded by the brightness of the lightning.
Nag-abot na ang malain nga bagyo.,The bad typhoon has arrived.
Nagtupa ang madamol nga yamog kaina sang aga.,Thick dew fell earlier this morning.
Nagalupad ang pispis sa mataas nga langit.,The bird is flying in the high sky.
Nagapamala na ang tyempo kon tig-ilinit.,The weather dries things up during the dry season/summer.
Mabugnaw ang tyempo kon tig-ululan.,The weather is cool during the rainy season.
Matahum ang balangaw pagkatapos sang ulan.,The rainbow is beautiful after the rain.
Nagapalos ang daku nga buhawi sa lawod.,A big waterspout/tornado is spinning in the sea.
Nagahalin ang hangin sa aminhan.,The wind is coming from the north.
Nagalakat sila pakadto sa bagatnan.,They are walking toward the south.
Nagabutlak ang adlaw sa sidlangan.,The sun rises in the east.
Nagasalop ang adlaw sa nakatundan.,The sun sets in the west.
Liko kamo sa wala malapit sa taytay.,Turn to the left near the bridge.
Ang ila balay makita sa tuo.,Their house can be seen on the right.
Makita mo ang daku nga kahoy sa atubangan.,You will see the big tree in front.
Nagatago ang kuring sa likod sang balay.,The cat is hiding at the back of the house.
Ibutang ang bulak sa tunga sang lamisa.,Put the flower in the middle of the table.
Nagapungko sia sa kilid sang karsada.,He/she is sitting at the side of the road.
Ara sa ibabaw sang bukid ang amon uma.,Our farm is above / on top of the mountain.
May nagapanago sa idalom sang taytay.,Someone is hiding under / at the bottom of the bridge.
Layo pa ang aton padulungan.,Our destination is still far.
Naglapaw ang tubig sa aton dulunan.,The water overflowed into our boundary.
Matinlo gid ang aton palibot.,Our surroundings are very clean.
Bugana ang patubas sa aton ulumhan.,The harvest in our rice field is abundant.
Nagapangahoy ang tawo sa daku nga kakahuyan.,The man is gathering wood in the big forest/woods.
Malaba ang mga hilamon sa ugsaran.,The grass in the yard is long.
Namulak na ang orkidyas sa kilid balay.,The orchids beside the house have bloomed.
Nagapangutol sia sang dahon sang saging.,He/she is cutting banana leaves.
Matig-a ang tuod sang daku nga kahoy.,The stump of the big tree is hard.
Nagagapang ang bagon sa kural.,The vine is creeping on the fence.
Ginakutkot sang baboy ang mga gamot.,The pig is digging up the roots.
Manamit ang bunga sang imo paho.,The fruit of your mango tree is delicious.
Ginpang-utod ang mga sanga sang mahogany.,The branches of the mahogany were cut.
May malapad nga kawayanan sa likod sang balay.,There is a wide bamboo grove at the back of the house.
Gintanom nila ang mga liso kaina sang aga.,They planted the seeds earlier this morning.
Nanaringsing ang mga saha sang saging.,The banana shoots/saplings have sprouted.
Ginalimpyuhan nila ang halapad nga kanipaan.,They are cleaning the wide nipa swamp.
Nagdaku na ang puno sang lubi.,The coconut tree has grown big.
Nagapanago ang sapat sa madamol nga kakahuyan.,The animal is hiding in the thick woods.
Madamo sang pispis nga nagahapon sa kahoy.,There are many birds perching on the tree.
Nakakita ako sang daku nga man-ug sa hilamon.,I saw a big snake in the grass.
Nagalangoy ang mga kolor-kolor nga isda sa linaw.,Colorful fish are swimming in the lake.
Nagalumpat ang paka sa sapa.,The frog is jumping in the creek.
Nagalupad-lupad ang alibangbang sa mga bulak.,The butterfly is fluttering among the flowers.
May buaya nga nagatago sa katunggan.,There is a crocodile hiding in the mangrove swamp.
Nagakamang ang sulili sa bato.,The lizard is crawling on the rock.
Ginkaon sang amo ang prutas sa sanga.,The monkey ate the fruit on the branch.
Mabaskog ang huni sang sapat-sapat kon gab-i.,The sound of the insects/bugs is loud at night.
Nagakuha sila sang balas sa baybay para sa pagpatindog.,They are getting sand from the beach for building.
Puno sang lunang ang alagyan pakadto sa uma.,The path going to the farm is full of mud.
Nabasa sang tubig ulan ang akon sapatos.,My shoes got wet from the rain water.
Nagapangita sila sang bulawan sa suba.,They are looking for gold in the river.
Mabug-at ining isa ka sako sang asin.,This one sack of salt is heavy.
Napuno sang tap-ok ang daan nga atop.,The old roof is full of dust.
Nagasuyla ang maitum nga aso halin sa bulkan.,Black smoke is billowing from the volcano.
Nagkinahanglan kami sang uling para sa inasal.,We needed charcoal for the barbecue.
Matig-a ang kabatoan sa higad sang pangpang.,The stony area/terrain at the edge of the cliff is hard.
Madanlog ang lumot sa higad sang daan nga bubon.,The moss at the edge of the old well is slippery.
Gintaklad namon ang bukid kaina sang aga.,We climbed/ascended the mountain earlier this morning.
Nagdulhog sila halin sa kunsaran.,They descended/went down from the slope.
Gintabok namon ang halapad nga kapatagan.,We crossed the wide plains.
Nagpahimunong kami sa higad sang tuburan.,We rested beside the spring/water source.
Nagalikoliko ang dalan pasaka sa bukid.,The road going up the mountain is zigzagging/winding.
Nasalapuan ang daku nga kipot sa tunga sang duha ka isla.,A large strait/narrow passage was found between the two islands.
Nakakita sila sang manami nga palanaguan sa kweba.,They found a good hiding place in the cave.
Gintukod nila ang balay sa tunga sang kamingawan.,They built the house in the middle of the wilderness/lonely place.
Makahalawhaw ang katahum sang kinaugali.,The beauty of nature/creation is awe-inspiring.
Maaliwalas ang amon balay-panimalay.,Our household/home is spacious and airy.
Buksi ang pultahan para sa bisita.,Open the door for the visitor.
Sira-i ang binintana kay maulan na.,Close the window because it’s about to rain.
Nagatulog ang bata sa hiligdaan.,The child is sleeping on the bed/sleeping area.
Ibutang ang mga bayo sa sulod sang aparador.,Put the clothes inside the closet/cabinet.
Isiga ang suga sa sala.,Turn on the light in the living room.
Nagapahuway si Tatay sa lantay.,Father is resting on the bamboo daybed.
Pungko kamo sa sining siya.,Sit on this chair.
Malapad ang amon lamisa.,Our table is wide.
Hugasi ang mga pinggan sa banggerahan.,Wash the dishes at the traditional dish rack.
Limpyuha ang salog gamit ang bunot.,Clean the floor using a coconut husk.
Gamita ang silhig sa pagtinlo sang ugsaran.,Use the broom to clean the yard.
Isulod ang basura sa basurahan.,Put the trash in the trash can.
Puno sang tubig ang balde.,The bucket is full of water.
Diin ang tabo para sa banyo?,Where is the dipper/scoop for the bathroom?
Ihaboy ang higko sa puyas.,Throw the dirt into the dustpan.
Mabug-at ining kaban.,This chest/trunk is heavy.
Isab-it ang imo tualya sa sab-itan.,Hang your towel on the hanger/hook.
Matinlo ang aton atop.,Our roof is clean.
Kinahanglan naton kay-uhon ang dingding.,We need to fix the wall.
Mag-obra kita sang ulubrahon sa balay.,Let’s do the chores/work at home.
Pukawon ko kamo sa aga pa.,I will wake you up early.
Tapusa ang imo himo antes maghampang.,Finish your task/work before playing.
Nagapanglaba si Nanay sa labahan.,Mother is washing clothes at the laundry area.
Isul-ob ang imo panapton.,Put on your clothing/garments.
I-plantsa ang mga ginun-at nga bayo.,Iron the crumpled clothes.
Hipusa ang imo mga hampangan.,Keep/Tidy up your toys.
Basya-i ang tanum sa gwa.,Water the plants outside.
Pakauna ang manok sa likod balay.,Feed the chickens at the back of the house.
Nagapanglimpyo kami sang ugsaran.,We are cleaning the yard.
Isira ang kudal antes maggab-i.,Close the fence/gate before nightfall.
Paandara ang bentilador kay mainit.,Turn on the fan because it's hot.
Ara sa sulod sang kalamigan ang gatas.,The milk is inside the refrigerator.
Initon ang sud-an sa kalan.,Heat the viand on the stove.
Gamita ang kutsara kag tinidor.,Use the spoon and fork.
Puno sang kan-on ang yahong.,The bowl is full of rice.
Ibutang ang kape sa baso.,Put the coffee in the glass.
Maatal ang aton kutsilyo.,Our knife is dull.
Ba-ida ang binangon sa bato.,Sharpen the machete on the stone.
I-ugsod ang kurtina.,Draw the curtain.
Matig-a ang ulunan.,The pillow is hard.
Gamita ang habol kay mabugnaw.,Use the blanket because it's cold.
Nagahumlad ako sang banig.,I am spreading the mat.
Isulod ang unan sa punda.,Put the pillow in the pillowcase.
Mapagsik ang amon kaingod.,Our neighbor is energetic.
Mag-istoryahanay kita sa balkon.,Let’s converse on the balcony.
Nagadalagan ang kuring sa atop.,The cat is running on the roof.
Nagabantay ang ido sa pultahan.,The dog is guarding the door.
Malimpyo ang aton palibot.,Our surroundings are clean.
Paandara ang gripo.,Turn on the faucet.
Wala sing tubig sa bubon.,There is no water in the well.
I-puga ang habon sa panapton.,Squeeze the soap from the cloth.
Ibuka ang itlog sa kalaha.,Break the egg into the frying pan.
Timplahi ang timpla sang kape.,Season/Adjust the blend of the coffee.
Ubosa ang pagkaon sa pinggan.,Finish the food on the plate.
Mag-panghugas sang kamot antes magkaon.,Wash your hands before eating.
Ligo ka na para indi kita maulihi.,Bathe now so we won't be late.
Gamita ang sepelyo para sa imo ngipon.,Use the toothbrush for your teeth.
Manamit ang hamot sang pahumot.,The scent of the perfume is nice.
Husaya ang imo buhok.,Comb/Untangle your hair.
