en	hil
Well, my particular interest is collecting stamps, especially the rare ones. What about you?	Ti, interesado gid ako sa pagpangolekta sing mga selyo, ilabi na ang malaka lang sa inyo?
I ’ m afraid that ’ s not my cup of tea. I just find skin-diving attracting.	Nahadlok ako nga basi indi ko lang pag - i - i - ta ang akon tsa kay indi ko na ini pag - i - i - i - i - i - i - ta.
So have you ever been to the stamp display of the town?	Gani nakadangat ka na bala sa selyo nga pagpasundayag sang banwa?
Please allow me to introduce myself. My name is Tom.	Palihug tuguti ako nga ipakilala ang akon kaugalingon kay Tom.
Pleased to meet you. My name is Alice. Did you just move in next door?	Nag - upod ka bala kay Alice kag nag - agi ka lang sa pihak nga balay?
Yes, I did. Have you lived here long?	Huo, madugay ka na bala nga nagapuyo diri?
Me? I guess so. I've lived here for about six years now. Have you lived in America very long?	Mga anom ka tuig na ako nga nagaistar diri kag madugay na ka na nga nagaistar sa Amerika?
No, not really. When I left Vietnam, I came to America and I lived with a cousin in Dallas for two years. Where do you work, Alice?	Sang naghalin ako sa Vietnam, nagkadto ako sa Amerika kag nag - istar sa akon pakaisa sa Licaba sa sulod sang duha ka tuig.
I teach mathematics at a college. What do you do?	Nagtudlo ako sing matematika sa kolehiyo, ano ang ginahimo mo?
I am an accountant at a company.	Isa ako ka handumanan sa isa ka kompanya.
Well, Tom. It's good to meet you. I have to go now. I am teaching a class this evening, and I need to get to the college.	Dapat ko tudluan ang klase subong nga gab - i, kag kinahanglan ko mag - eskwela sa kolehiyo.
It's nice meeting you too, Alice.	Maayo man ini nga pagpakig - istorya sa imo, Alice.
See you around!	Tan - awa kamo sa palibot!
Excuse me. I am interested in getting a library card.	Interesado ako sa pagkuha sing kard sang librarya.
Sure, let me give you an application. You can fill it out right here at the counter.	Pat - od gid nga hatagan ko ikaw sing aplikasyon, kag mahimo mo ini pun - on diri mismo sa counter.
OK, here it is.	OK, yari karon.
Let me take a look at this for you. May I have your driver's license, please?	Tan - awon ko bala ini para sa imo, kag kabay nga may lisensia ako sa pagmaneho?
Here's my license and form.	Yari ang akon lisensia kag dagway.
You seem to have filled the form out all right. Are you familiar with our rules and fines?	Daw napun - an mo na bala ang porma sing husto gid?
Yes, I know what to do.	Huo, nahibaluan ko kon ano ang himuon.
The hours and limitations are printed on the card and this handout.	Ang oras kag limitasyon ginaimprinta sa kard kag sa sini nga hand out.
Thank you for joining the library ; we look forward to serving you.	Salamat sa inyo pagbuylog sa librarya; malangkagon namon nga ginapaabot nga mag - alagad sa inyo.
Hey, Frank. I heard you got a new job.	Nabatian ko nga may bag - o ka nga obra.
Yeah, Judy. I will be working for the Post Office. It’s not a bad job.	Si Yeah, si Judy, nagatrabaho ako sa Post Office, kag indi man malain ang akon obra.
Is it true that you have a heavy work schedule?	Matuod bala nga may yara ikaw mabug - at nga iskedyul sa trabaho?
That ’ s right. I report to work at 5am everyday, and I only get 45 minutes for lunch.	Nagareport ako nga nagatrabaho ako sing 5am kada adlaw, kag nagahinguyang lamang ako sing 45 minutos para sa panyaga.
So, why did you apply for such a demanding job?	Gani, ngaa nag - aplay ka para sa sining mabudlay nga trabaho?
Well, the government offers its employees excellent health insurance benefits.	Ti, ang gobierno nagatanyag sa iya mga empleyado sing ekselente nga mga benepisyo sa seguro sa panglawas.
Oh, I see. And can your family utilize 5 the health insurance, too?	Ti, nakita ko nga magamit man bala sang inyo pamilya ang 5 ka seguro sa panglawas?
Yeah, that ’ s the best part. All of my children can get free medical care.	Ang tanan ko nga kabataan mahimo magpabulong sing maayo.
That ’ s a great employment benefit!	Inang pag - usisa sa trabaho isa ka daku nga benepisyo!
Now you know why I wanted to work for the Post Office!	Karon nahibaluan mo na kon ngaa luyag ko magtrabaho para sa Post Office!
He has come to life in the end.	Nakatigayon sia sing kabuhi sa katapusan.
Oh, thank God. We all felt frightened by the bad new about him.	Nagpasalamat gid kami sa Dios kay nahadlok kami sa malain nga bag - o nga butang parte sa iya.
Yes. Fortunately, an ambulance passed in the nick of time, and we got him away to hospital.	Maayo na lang kay may ambulansia nga nagligad sa sulod sang malawig nga tion, kag gindala namon sia sa ospital.
Right. Unless, who know what will happen.	Kon indi, kon indi mo mahibaluan kon ano ang matabo.
Wish him to be healthy soon.	Pangabaya sia nga mangin mapagros sa dili madugay.
Harry, do you like the opera?	Harry, nanamian ka bala sa opera?
No, not really.	Indi gid man.
Why is that? It is called real art.	Ngaa?
Well, it's very expensive and they're usually singing in another language. That kind of gets on my nerves.	Ti, mahal gid ini kag masami nga nagaamba sila sa iban nga lenguahe.
Yeah, that makes sense.	Yeah, makatarunganon ina.
Lisa wins the first prize in the English speech contest of her college.	Natigayon ni Lisa ang una nga premyo sa paindis - indis sa paghambal sa Ingles sa iya kolehiyo.
Really? That's really wonderful. I'm so happy for her.	Nalipay gid ako kay nalipay sia.
But I always feel disappointed. I have many problems with English learning.	Pero pirme ako nagakapaslawan kay madamo ako sing problema sa pagtuon sing Ingles.
Honey, cheer up.	Katam - is, kasadya.
I feel confused about the grammars.	Naglibog ang akon ulo sa gramatika.
I'm sure you'll do fine if you try your best.	Sigurado ako nga mangin maayo ang imo himuon kon tilawan mo ang imo pinakamaayo.
And my writing is not good. I feel so frustrated.	Kag indi maayo ang akon ginsulat kay daw napaslawan gid ako.
Be confident, and never give up.	Magsalig, kag indi gid mag - untat.
I know that, mom. But sometimes I'm just sad.	Pero kon kaisa nasubuan gid ako.
Keep your chin up. Remember? Nothing is impossible to a willing heart.	Dumduma nga wala sing imposible sa imo tagipusuon.
Yes, mom. You are right. Nothing is impossible to a willing heart. I will keep going.	Huo, si Nanay, ikaw ang husto, kag wala sing imposible sa akon tagipusuon, kag magapadayon ako sa paglakat.
how did you do on your BELTS exam?	Paano mo ginhimo ang imo pag - usisa sa imo mga BELT?
fantastic! I got an overall score of eight.	Dalayawon gid kay walo ka tuig na ako nga nag - inom.
that's excellent! Have you received your conditional offers yet?	Maayo gid ina kay nabaton mo pa ang imo mga tanyag nga may kondisyon?
yes. I'm just waiting until I officially get admitted to the university with a conditional offer to apply for my visa.	Huo, nagahulat lamang ako tubtob opisyal ako nga mag - ako sa unibersidad nga may kondisyon nga tanyag nga mag - aplay para sa akon visa.
do you know where the visa office is?	Nahibaluan mo bala kon diin ang opisina sang visa?
it's just near the Dong Si Shi Tiao subway stop.	Malapit lang ini sa Dong Si Shi Tiao nga estasyunan sang tren.
that's not too far away. Do you think I'll get a visa?	Sa banta mo, indi bala malayo na gid ini sa akon?
have you ever gone abroad before?	nakakadto ka na bala sa iban nga pungsod?
yes, I've been to Tailband, Egypt, and Japan.	Huo, ako na ang mag - agi sa Canband, Egipto, kag Japan.
have you ever been denied a visa before?	napanghiwala na bala ikaw anay sing visa?
that's good. Are you planning on immigrating to another country?	Nagaplano ka bala nga magsaylo sa iban nga pungsod?
no, I want to come back to China after I graduate.	Indi, luyag ko magbalik sa China pagkatapos ako makatapos.
that's exactly what the visa officers want to hear. Do you have enough money for tuition and room and board?	Amo gid bala sina ang luyag mabatian sang mga opisyal sang visa, kay bastante na bala ang imo kuarta para sa tution kag kuarto kag board?
I've received a full scholarship, so I won't need any other money to live off while I'm studying.	Nakabaton ako sing bug - os nga pagtuon, gani indi ko na kinahanglan ang iban pa nga kuwarta agod mabuhi samtang nagatuon ako.
I think you have a very good chance of getting a visa. I can help you prepare for the visa interview if you want.	Sa banta ko, daku gid ang tsansa mo nga makakuha sing visa.
that's be great. The more prepared I am, the better.	Mas maayo kon mas handa ako.
Hi there, I'm Steve Saunders.What ' s your name?	Si Hi, si Steve Saunds, nga imo ngalan?
I'm Patti Whitney.Isn ' t this convention great?	Ibutang ko bala sa daku nga bahin sang kombension ang Patti Whitney?
Yes it is, better than I expected it would be.The presenters have been first rate.Is this the first conference you've been to?	Huo, mas maayo pa ini sangsa ginpaabot ko kay amo ini ang una nga komperensia nga imo ginhimo?
No, I've been coming for the last 3 years.Each year keeps getting better.Where are you from?	Kada tuig, pirme ako naga - uswag kay kon diin ka na naghalin, diin ka na?
I'm from Long Island, New York.What about yourself?	Kamusta naman ang imo kaugalingon gikan sa Long Island, New York?
I'm from the other side of the coast--Los Angeles.	Halin ako sa pihak nga bahin sang baybayon nga may nagabulubag - o nga mga FanLos Angeles.
Wow. I really like California... the weather there is much better than the East Coast.	Nanamian gid ako sa California... kay mas maayo ang tiempo sangsa East Coast.
Have you been to California?	Nagkadto ka na bala sa California?
Just once.Quite a few years ago we took the kids to Disneyland on our vacation.They had a blast.	Isa ka bes, sang gin - untatan namon ang amon bakasyon, gindala namon ang kabataan sa Disneyland.
How many kids do you have?	Pila ang imo kabataan?
Two, a boy and a girl.They ’ re already grown now.	Duha ka lalaki kag babayi, ang ila bata nga babayi, kag ang iban nga babayi, ang mga babayi nagadaku na.
Well, California ’ s changed over the last little while.You should come back out sometime.	Ti, ang mga ekologo sang California nagbag - o sa ulihi nga tion kag dapat ka magbalik.
I dislike Susan. She is always above herself.	Indi ko gid gusto nga si Susan ang mas mataas sa iya.
Don ’ t you know that she was the only one who had received the invitation in the office?	Nahibaluan mo bala nga sia lang ang nakabaton sang imbitasyon sa opisina?
What of it?	Kamusta ini?
Does it bother you that your husband goes away on long business trips?	Ginatublag ka bala nga ang imo bana nagalakat sa malawig nga paglakbay sa negosyo?
No.The time we have spent apart has been good for us.Absence makes the heart grow fonder.	Ang tion nga amon gin - upod nangin maayo para sa amon.
I ’ m returning these books.	Gin - uli ko ini nga mga libro.
Let me have them.	Padalhan ako sini.
Here are all of them.	Yari sila tanan.
These books are two weeks late.	Duha ka semana ang nagligad sining mga libro.
I didn ’ t have time to return them.	May tion ako sa pagbalik sa ila.
You ’ re going to have to pay late fees.	Dapat mo bayaran liwat ang imo balayran.
25 cents a day.	25 ka cent kada adlaw.
25 cents a day?	25 ka cent kada adlaw?
That means 25 cents for each late book.	Nagakahulugan ina sing 25 ka cent para sa tagsa ka ulihi nga libro.
That ’ s expensive.	Inang mahal nga mga butang mahal.
I hear you're entering the speech contest, Mike.	Nabatian ko nga nagasulod kamo sa paindis - indis sa paghambal, si Mike.
That's right. I thought I'd give it a shot.	Abi ko matiro ako.
Well, I wish you good luck!	Ti, luyag ko kuntani nga mangin maayo kamo nga swee!
What shall we do after the volleyball match?	Ano ang himuon naton pagkatapos sang pag - alalangay sa inaway?
How about going to the Olympic souvenir store to have a look? I remember there is one in the gym.	Nadumduman ko nga may isa sa mga balaligyaan sang Olympic handumanan.
That's a good idea. I was thinking of buying some gifts for my family.	Maayo gid ini kay gusto ko magbakal sang pila ka regalo para sa akon pamilya.
Me, too. What did you have in mind?	Ano man ang ginahunahuna mo?
I haven't decided yet, but I think the Olympic Mascots are a must.	Wala pa ako makadesisyon, apang sa banta ko ang Olympic Mascots kinahanglanon gid.
I agree. They're very lovely, especially Huanhuan	Nag - ugyon ako kay tuman gid sila katahom, ilabi na si Huanhuan
Is that the red one? That is my favorite, too. Do you know how much they are?	Ang pula bala amo ang akon paborito, ukon ang akon man paborito, ang imo man nahibaluan?
