gisántes	Gingísi’ ni Líto ang papél.	Lito tore the paper.
gíray	Gingíray sang babáyi ang dáhun.	The woman cut the banana leaf into smaller pieces.
gitára	Ang gitára nabulad sa alon.	The guitar was left out in the sun.
grábe	Palangga nila ang grábe nga lugar.	They love the grave place.
grádo	Ginpares niya ang grádo sa iya bayo.	He/She matched the grade with his/her clothes.
grádwar	Ginkinahanglan nila ang maggrádwar.	They needed to to graduate.
gramátika	Ginahatagan niya siya sang gramátika.	He/She gave him/her a grammar.
grása	Ginbili niya ang grása sa merkado.	He/She bought the grease at the market.
grásya	Ginsugo siya nga kuhaon ang grásya.	He/She was told to get the grace.
grátis	Nagdala siya sang grátis para sa ila.	He/She brought the gratis for them.
grípo	Ginpangita niya ang grípo sa balay.	He/She looked for the faucet at home.
gruméte	Ginpakita niya ang gruméte sa amon.	He/She showed us the crew.
grúpu	Gingubá’ námun ang baláy.	We demolished the house.
gubán	Ginbutang niya ang gubán sa aparador.	He/She put the group in the cabinet.
gúbat	Nabalaka siya tungod sa gúbat.	He/She was worried because of the war.
gúgma	Ginbantayan niya ang gúgma sing maayo.	He/She took good care of the love.
gúhab	Gintudluan siya kon paano maggúhab.	He/She was taught how to to break in or through.
gúlang	Naggúlang na ang mangá prútas.	The fruits matured already.
gúlgul	Nagtinguha siya nga to saw off sing husto.	He/She tried hard to to saw off properly.
gúlub	Gingúlub sang mananáhi’ ang téla.	The dressmaker cut the cloth.
gulút	Nagpanghimos siya agod to cut with a knife or scissors.	He/She prepared so he/she could to cut with a knife or scissors.
gúma	Ginhinay-hinay niya ang gúma.	He/She handled the rubber gently.
gúmuk	Nagsugod na siya nga to squeeze or compress so as to crush.	He/She has already begun to to squeeze or compress so as to crush.
gúmun	Gingúmun sang kuríng ang hílu.	The cat entangled the thread.
gúnting	Ginpares niya ang gúnting sa iya bayo.	He/She matched the scissors, haircut with his/her clothes.
gúra	Nakita ko ang gúra sa bintána.	I saw the cap by the window.
guráb	Naggúrab ang hardinéro sang hilamún.	The gardner pulled out some grass.
gurípat	Naghulat siya agod to twist the ears.	He/She waited in order to to twist the ears.
gústo	Ginsugo siya nga kuhaon ang gústo.	He/She was told to get the wants, desire, likes.
gúsuk	Nagdala siya sang gúsuk para sa ila.	He/She brought the rib for them.
gúlpi	Gingúlpi nya akú ka’ína.	He jolted me a while ago.
gútrab	Nahadlok siya nga to chop or cut off with a knife or a pair of scissors.	He/She was afraid to to chop or cut off with a knife or a pair of scissors.
gutúk	Ang gutúk nga pagkaon ginhan-ok niya.	He/She savored the of clothes, tight food.
gútum	Ginbutang niya ang gútum sa aparador.	He/She put the hunger in the cabinet.
gúyud	Naggwá’ si Belén.	Belen went outside.
gwápo	Naghandum siya sang gwápo nga kinabuhi.	He/She dreamed of a handsome life.
háblug	Nagháblug si Mário sang dúyan.	Mario was swinging the swing to and fro.
hábnus	Ginhábnus sang makáwat ang báskit sang babayi.	The thief snatched away the basket of the woman.
hábuk	Naghábuk ang lóbo.	The balloon was inflated.
hábug	Naghábug ang báta’ sa dúyan.	The child is swinging.
hábul	Gindilaab niya ang hábul sa kalayo.	He/She placed the thick blanket near the fire.
habúl	Ginsuportahan nila ang habúl nga kabataan.	They supported the of edged or pointed tools, dull, blunt youth.
habón	Ang habón nabulad sa alon.	The washing soap was left out in the sun.
habúy	Ginahinumduman niya ang paghabúy sa una.	He/She remembered to throw outing before.
hábyug	Malipay siya kon makahábyug siya.	He/She is happy when able to to swing.
hakáb	Palangga nila ang hakáb nga lugar.	They love the ravenous, greedy place.
hákruy	Ginsugo siya nga to complain.	He/She was told to to complain.
hákup	Ginbili niya ang hákup sa merkado.	He/She bought the handful, fistful at the market.
hakús	Ginsugo siya nga kuhaon ang hakús.	He/She was told to get the embrace, hug.
hákut	Ginhákut námun ang ámun mangá kárga.	We transported out bags.
hákwat	Naghákwat kamí sang ámun líbro.	We carried our books.
hádluk	Ginpakita niya ang hádluk sa amon.	He/She showed us the fear, apprehension.
hágad	Ginhágad ni Córa akú sa íla baláy.	Cora invited me to their house.
hágbas	Ginhágbas sang táwu ang hilamún.	The man cut the grass.
hágis	Naghágis si Rosíta sang rósas.	Rosita trimmed the rose plant.
hágmak	Gindumdom niya nga to fall headlong agad.	He/She remembered to to fall headlong right away.
hagúp	Naghágup na ang kabáyu’.	The horse is already broken in.
háguphágup	Gin-agda siya nga to caress sang iya pamilya.	His/Her family invited him/her to to caress.
halá	Gintuon nila ang paggamit sang halá.	They studied the use of watch out, see there, whoops.
hálab	Naghálab ang báka.	The cow pastured.
halákhak	Naghalákhak kamí sa ti’áw ni Cárlos.	We laughed at the jokes of Carlos.
hálad	Ginhinay-hinay niya ang hálad.	He/She handled the offer, dedication, gift gently.
haláy	Naghaláy ang labandéra sang mangá linábhan nya.	The laundrywoman hung her wash.
halígi	Ginbuksan niya ang halígi sing hinay.	He/She carefully opened the post.
halín	Ginsugo siya nga to leave.	He/She was told to to leave.
hálin	Naghálin kamí sang baláy.	We moved to another house.
halíntang	Ginahatagan niya siya sang halíntang.	He/She gave him/her a grade.
hálit	Ginhalítan sang úlud ang tanúm.	The worm has damaged the plant.
halíya	Ginsugo siya nga kuhaon ang halíya.	He/She was told to get the jelly made from coconut milk and brown sugar.
halúk	Naghalúk ang báta’ sa íya ilúy.	The child kissed her mother.
halúg	Ang halúg nga tubig gin-inom niya.	He/She drank the loose water.
halúnhun	Ginhalúnhun sang laláki ang isá ka ságing.	The man swallowed one whole banana.
hálung	Nagtinguha siya nga to handle with care sing husto.	He/She tried hard to to handle with care properly.
hálus	Nagpangabuhi siya hálus nga walay reklamo.	He/She lived almost without complaint.
hámak	Ginhámak ni Márcos ang gobernadór.	Marcos scorned the governor.
hámbal	Ginbantayan niya ang hámbal sing maayo.	He/She took good care of the speech, conversation, talk.
hámbug	Nagpanghámbug si María nga manggaránun kunú silá.	Maria boasted that they are supposed to be rich.
hámbuy	Naghámbuy si Lóurdes sa abága ku.	Lourdes supported herself on my shoulder.
hámpak	Ginhámpak ang sutíl nga báta’ sang íya amáy.	The naughty child was beaten by his father.
hámpang	Ginahinumduman niya ang paghámpang sa una.	He/She remembered to playing before.
hampángan	Gindilaab niya ang hampángan sa kalayo.	He/She placed the toy near the fire.
hámpul	Ginhinay-hinay niya ang hámpul.	He/She handled the plaster gently.
hámtang	Nahámtang ang baláy sa ma’ayung lugár.	The house is in an ideal location.
hámtung	Ginbuksan niya ang hámtung sing hinay.	He/She carefully opened the maturity.
hamún	Ginpares niya ang hamún sa iya bayo.	He/She matched the ham with his/her clothes.
hamút	Naghamút ang baláy tungúd sa búlak.	The house smelled sweet because of the flower.
hámyang	Ginhámyang ang patáy sa punerárya.	The body lay in state at the funeral parlor.
hánas	Naghánas ang mangá soldádo.	The soldiers drilled.
hándum	Ginsugo siya nga kuhaon ang hándum.	He/She was told to get the wish, desire, ambition.; souvenir, memory.
hándung	Nagdala siya sang hándung para sa ila.	He/She brought the shade for them.
handuráwan	Ginpangita niya ang handuráwan sa balay.	He/She looked for the daydream at home.
hándus	Gindumdom niya nga to spear agad.	He/She remembered to to spear right away.
haníg	Nagpanghimos siya agod to line the bottom of a pan with leaves or the like to prevent the food from sticking.	He/She prepared so he/she could to line the bottom of a pan with leaves or the like to prevent the food from sticking.
haníp	Nagbuhat siya sang iyang trabaho haníp.	He/She did his/her work even.
hantál	Nagsugod na siya nga to stack.	He/She has already begun to to stack.
hántup	Ginkinahanglan nila ang maghántup.	They needed to to understand.
hánut	Ginhánut si Víctor sang íya amáy.	Victor was whipped by his father.
hangád	Ginahinumduman niya ang paghangád sa una.	He/She remembered to look up toing before.
hángbas	Nanghángbas ang hardinéro san hilamún.	The gardener cut the grass.
hángkat	Ginhángkat ni Juán si Pédro.	Juan challenged Pedro.
hángin	Gindilaab niya ang hángin sa kalayo.	He/She placed the wind near the fire.
hangúp	Wala siya sang gana nga to understand.	He/She had no desire to to understand.
hángus	Naghángus sya pag’abút nya.	He was panting when he arrived.
hápaw	Ginhapáwan sang tindéro ang bugás.	The salesman skimmed the top of the rice.
hápay	Naghápay ang ságing.	The banana plant leaned forward.
hápit	Ginhápit námun si Ána.	We passed by for Ana.
háplak	Gintudluan siya kon paano magháplak.	He/She was taught how to to fall flat on the ground.
háplas	Nagpugos sila sa iya nga to rub with ointment.	They forced him/her to to rub with ointment.
háplay	Ginháplay ni Cecile ang íya buhúk.	Cecile let her hair hang down her back.
háplik	Gindumdom niya nga to give a side stroke agad.	He/She remembered to to give a side stroke right away.
háplit	Nagpanghimos siya agod to blow.	He/She prepared so he/she could to blow.
háplus	Gin-agda siya nga to rub with ointment sang iya pamilya.	His/Her family invited him/her to to rub with ointment.
Hapún	Ang Hapún ara sa ibabaw sang kahon.	The japanese is on top of the box.
hápun	Naghápun ang píspis.	The bird alighted.
hapús	Ang iyang hapús nga ngirit nagpasadya sa amon.	His/Her easy smile made us happy.
hára	Ginbantayan niya ang hára sing maayo.	He/She took good care of the queen.
harákhak	Nagharákhak ang táwu.	The man laughed out loud.
harána	Nagharána si José kay Línda.	Jose serenaded Linda.
haranísta	Ginpautang niya ang haranísta sa iya amigo.	He/She lent the serenaders to his/her friend.
harásharás	Naghandum siya sang harásharás nga kinabuhi.	He/She dreamed of a harsh in manner life.
hardín	Naghári’ si Hirohíto sa Hapún.	Hirohito reigned as emperor of Japan.
harína	Ginhinay-hinay niya ang harína.	He/She handled the flour gently.
harúput	Ang harúput nabulad sa alon.	The breeze was left out in the sun.
harúthut	Nagaharúthut siya halos adlaw-adlaw.	He/She to sew in big stitchess almost every day.
hásta	Nagbaklay siya hásta padulong sa eskwela.	He/She walked until toward school.
hátag	Nakita ko ang hátag sa bintána.	I saw the gift, donation by the window.
hatúkhatúk	Nagtinguha siya nga to prick sing husto.	He/She tried hard to to prick properly.
hatúd	Nagháwa’ ang mangá táwu pára maka’ági ang bisíta.	The people cleared the way for the visitor.
háwak	Ginsugo siya nga kuhaon ang háwak.	He/She was told to get the waistline.
háwan	Nagháwan kamí sang hardín.	We cleaned the garden.
hawáthawát	Nagsugod na siya nga to crave badly.	He/She has already begun to to crave badly.
háwid	Ginkinahanglan nila ang magháwid.	They needed to to retain.
háyag	Nagháyag ang sugá’.	The light became brighter.
hayáhay	Naghayángháyang si Ricárdo sa báybay.	Ricardo lay on the beach lazily.
hayát	Ang hayát nga hangin naghuyop gikan sa amihon.	A slender wind blew from the north.
hayáw	Naghulat siya agod to make as if to strike.	He/She waited in order to to make as if to strike.
háyhay	Ginsugo siya nga to sigh.	He/She was told to to sigh.
háylu	Wala siya sang gana nga to convince.	He/She had no desire to to convince.
háyup	Ginpautang niya ang háyup sa iya amigo.	He/She lent the animal to his/her friend.
héfe	Ginbasa niya ang tungol sa héfe.	He/She read about the chief.
henerál	Gindilaab niya ang henerál sa kalayo.	He/She placed the general near the fire.
heneró	Ginhinay-hinay niya ang heneró.	He/She handled the cloth gently.
heringílya	Ang heringílya nabulad sa alon.	The syringe was left out in the sun.
hibalú	Makahibalú kitá sang balíta’ bwas.	We will know the news tomorrow.
híkap	Ginhíkap no José ang kamút ni María.	Jose touched the hand of Maria.
híkaw	Nakíkaw si Glória sa kagwápa ni Délia.	Gloria envies the beauty of Delia.
híkay	Naghíkay si Ángela kay José.	Angela despised Jose.
híkut	Ginbili niya ang híkut sa merkado.	He/She bought the cooked food at the market.
hídlaw	Ginsugo siya nga kuhaon ang hídlaw.	He/She was told to get the longing, homesickness.
higád	Nagbuhat siya sang iyang trabaho higád.	He/She did his/her work alongside.
higánte	Ginpangita niya ang higánte sa balay.	He/She looked for the giant at home.
higayún	Ginagamit ang higayún sa pagpahayag sang pagbati.	The word in the event that, in the circumstance that is used to express feelings.
higúgma	Ang higúgma ara sa ibabaw sang kahon.	The love is on top of the box.
hígup	Naghulat siya agod to sip.	He/She waited in order to to sip.
higút	Nabalaka siya tungod sa higút.	He/She was worried because of the rope, string.
hilabút	Nanghilabút sya sa indí’ nya probléma.	She meddled in other people’s problems.
hílak	Nahílak si María maggástos.	Maria hesitates to spend too much.
hilamún	Ginkuha niya ang hilamún sa iya bag.	He/She took the grass, weed from his/her bag.
hilánat	Ginahilántan si Ofélia.	Ofelia has a fever.
hílap	Naghílap si Lúmen sang kárne.	Lumen cut the meat.
hilapít	Nagsulat siya sang sulat hilapít.	He/She wrote the letter near.
hiláw	Naghandum siya sang hiláw nga kinabuhi.	He/She dreamed of a raw life.
hiláy	Nagtinguha siya nga to lean sing husto.	He/She tried hard to to lean properly.
hílu	I finished planting the field.	Nahíl’um ni Nánay ang natabú’.
hílut	Ginpares niya ang hílut sa iya bayo.	He/She matched the midwife with his/her clothes.
hílway	Ginpahayag niya ang iyang hílway nga pagbati.	He/She expressed his/her free, independent, safe feelings.
hímbis	Ginahatagan niya siya sang hímbis.	He/She gave him/her a fish scales.
hímpit	Ginsuportahan nila ang hímpit nga kabataan.	They supported the perfect youth.
hímu	Naghimúd’us si Vída nga matapús nya íya pagtu’ún.	Vida made sure that she could finish her course.
himúlat	Naghimúlat si Manuél nga makabakál sang áwto.	Manuel strove to buy a car.
himúlbul	Malipay siya kon makahimúlbul siya.	He/She is happy when able to to pluck clean of feathers or fur.
