Hiligaynon,English
Ginakuha namon ang bolpen sa bag.,We are taking the pen from the bag.
Ginatago namon ang bolpen sa aparador.,We are keeping the pen in the cabinet.
Ginahawiran namon ang payong.,We are holding the umbrella.
Ginabutang namon ang payong sa lamesa.,We are putting the umbrella on the table.
Ginakuha namon ang payong sa bag.,We are taking the umbrella from the bag.
Ginatago namon ang payong sa aparador.,We are keeping the umbrella in the cabinet.
Ginahawiran namon ang panyo.,We are holding the handkerchief.
Ginabutang namon ang panyo sa lamesa.,We are putting the handkerchief on the table.
Ginakuha namon ang panyo sa bag.,We are taking the handkerchief from the bag.
Ginatago namon ang panyo sa aparador.,We are keeping the handkerchief in the cabinet.
Ginahawiran namon ang selpon.,We are holding the cellphone.
Ginabutang namon ang selpon sa lamesa.,We are putting the cellphone on the table.
Ginakuha namon ang selpon sa bag.,We are taking the cellphone from the bag.
Ginatago namon ang selpon sa aparador.,We are keeping the cellphone in the cabinet.
Ginahawiran namon ang bag.,We are holding the bag.
Ginabutang namon ang bag sa lamesa.,We are putting the bag on the table.
Ginakuha namon ang bag sa bag.,We are taking the bag from the bag.
Ginatago namon ang bag sa aparador.,We are keeping the bag in the cabinet.
Ginahawiran namon ang papel.,We are holding the paper.
Ginabutang namon ang papel sa lamesa.,We are putting the paper on the table.
Ginakuha namon ang papel sa bag.,We are taking the paper from the bag.
Ginatago namon ang papel sa aparador.,We are keeping the paper in the cabinet.
Ginahawiran namon ang baso.,We are holding the glass.
Ginabutang namon ang baso sa lamesa.,We are putting the glass on the table.
Ginakuha namon ang baso sa bag.,We are taking the glass from the bag.
Ginatago namon ang baso sa aparador.,We are keeping the glass in the cabinet.
Ginahawiran namon ang plato.,We are holding the plate.
Ginabutang namon ang plato sa lamesa.,We are putting the plate on the table.
Ginakuha namon ang plato sa bag.,We are taking the plate from the bag.
Ginatago namon ang plato sa aparador.,We are keeping the plate in the cabinet.
Ginahawiran namon ang kutsara.,We are holding the spoon.
Ginabutang namon ang kutsara sa lamesa.,We are putting the spoon on the table.
Ginakuha namon ang kutsara sa bag.,We are taking the spoon from the bag.
Ginatago namon ang kutsara sa aparador.,We are keeping the spoon in the cabinet.
Ginahawiran namon ang bulak.,We are holding the flower.
Ginabutang namon ang bulak sa lamesa.,We are putting the flower on the table.
Ginakuha namon ang bulak sa bag.,We are taking the flower from the bag.
Ginatago namon ang bulak sa aparador.,We are keeping the flower in the cabinet.
Ginahawiran namon ang yabi.,We are holding the key.
Ginabutang namon ang yabi sa lamesa.,We are putting the key on the table.
Ginakuha namon ang yabi sa bag.,We are taking the key from the bag.
Ginatago namon ang yabi sa aparador.,We are keeping the key in the cabinet.
Ginahawiran namon ang kwaderno.,We are holding the notebook.
Ginabutang namon ang kwaderno sa lamesa.,We are putting the notebook on the table.
Ginakuha namon ang kwaderno sa bag.,We are taking the notebook from the bag.
Ginatago namon ang kwaderno sa aparador.,We are keeping the notebook in the cabinet.
Ginahawiran ninyo ang libro.,You are holding the book.
Ginabutang ninyo ang libro sa lamesa.,You are putting the book on the table.
Ginakuha ninyo ang libro sa bag.,You are taking the book from the bag.
Ginatago ninyo ang libro sa aparador.,You are keeping the book in the cabinet.
Ginahawiran ninyo ang lapis.,You are holding the pencil.
Ginabutang ninyo ang lapis sa lamesa.,You are putting the pencil on the table.
Ginakuha ninyo ang lapis sa bag.,You are taking the pencil from the bag.
Ginatago ninyo ang lapis sa aparador.,You are keeping the pencil in the cabinet.
Ginahawiran ninyo ang bolpen.,You are holding the pen.
Ginabutang ninyo ang bolpen sa lamesa.,You are putting the pen on the table.
Ginakuha ninyo ang bolpen sa bag.,You are taking the pen from the bag.
Ginatago ninyo ang bolpen sa aparador.,You are keeping the pen in the cabinet.
Ginahawiran ninyo ang payong.,You are holding the umbrella.
Ginabutang ninyo ang payong sa lamesa.,You are putting the umbrella on the table.
Ginakuha ninyo ang payong sa bag.,You are taking the umbrella from the bag.
Ginatago ninyo ang payong sa aparador.,You are keeping the umbrella in the cabinet.
Ginahawiran ninyo ang panyo.,You are holding the handkerchief.
Ginabutang ninyo ang panyo sa lamesa.,You are putting the handkerchief on the table.
Ginakuha ninyo ang panyo sa bag.,You are taking the handkerchief from the bag.
Ginatago ninyo ang panyo sa aparador.,You are keeping the handkerchief in the cabinet.
Ginahawiran ninyo ang selpon.,You are holding the cellphone.
Ginabutang ninyo ang selpon sa lamesa.,You are putting the cellphone on the table.
Ginakuha ninyo ang selpon sa bag.,You are taking the cellphone from the bag.
Ginatago ninyo ang selpon sa aparador.,You are keeping the cellphone in the cabinet.
Ginahawiran ninyo ang bag.,You are holding the bag.
Ginabutang ninyo ang bag sa lamesa.,You are putting the bag on the table.
Ginakuha ninyo ang bag sa bag.,You are taking the bag from the bag.
Ginatago ninyo ang bag sa aparador.,You are keeping the bag in the cabinet.
Ginahawiran ninyo ang papel.,You are holding the paper.
Ginabutang ninyo ang papel sa lamesa.,You are putting the paper on the table.
Ginakuha ninyo ang papel sa bag.,You are taking the paper from the bag.
Ginatago ninyo ang papel sa aparador.,You are keeping the paper in the cabinet.
Ginahawiran ninyo ang baso.,You are holding the glass.
Ginabutang ninyo ang baso sa lamesa.,You are putting the glass on the table.
Ginakuha ninyo ang baso sa bag.,You are taking the glass from the bag.
Ginatago ninyo ang baso sa aparador.,You are keeping the glass in the cabinet.
Ginahawiran ninyo ang plato.,You are holding the plate.
Ginabutang ninyo ang plato sa lamesa.,You are putting the plate on the table.
Ginakuha ninyo ang plato sa bag.,You are taking the plate from the bag.
Ginatago ninyo ang plato sa aparador.,You are keeping the plate in the cabinet.
Ginahawiran ninyo ang kutsara.,You are holding the spoon.
Ginabutang ninyo ang kutsara sa lamesa.,You are putting the spoon on the table.
Ginakuha ninyo ang kutsara sa bag.,You are taking the spoon from the bag.
Ginatago ninyo ang kutsara sa aparador.,You are keeping the spoon in the cabinet.
Ginahawiran ninyo ang bulak.,You are holding the flower.
Ginabutang ninyo ang bulak sa lamesa.,You are putting the flower on the table.
Ginakuha ninyo ang bulak sa bag.,You are taking the flower from the bag.
Ginatago ninyo ang bulak sa aparador.,You are keeping the flower in the cabinet.
Ginahawiran ninyo ang yabi.,You are holding the key.
Ginabutang ninyo ang yabi sa lamesa.,You are putting the key on the table.
Ginakuha ninyo ang yabi sa bag.,You are taking the key from the bag.
Ginatago ninyo ang yabi sa aparador.,You are keeping the key in the cabinet.
Ginahawiran ninyo ang kwaderno.,You are holding the notebook.
Ginabutang ninyo ang kwaderno sa lamesa.,You are putting the notebook on the table.
Ginakuha ninyo ang kwaderno sa bag.,You are taking the notebook from the bag.
Ginatago ninyo ang kwaderno sa aparador.,You are keeping the notebook in the cabinet.
Ginahawiran nila ang libro.,They are holding the book.
Ginabutang nila ang libro sa lamesa.,They are putting the book on the table.
Ginakuha nila ang libro sa bag.,They are taking the book from the bag.
Ginatago nila ang libro sa aparador.,They are keeping the book in the cabinet.
Ginahawiran nila ang lapis.,They are holding the pencil.
Ginabutang nila ang lapis sa lamesa.,They are putting the pencil on the table.
Ginakuha nila ang lapis sa bag.,They are taking the pencil from the bag.
Ginatago nila ang lapis sa aparador.,They are keeping the pencil in the cabinet.
Ginahawiran nila ang bolpen.,They are holding the pen.
Ginabutang nila ang bolpen sa lamesa.,They are putting the pen on the table.
Ginakuha nila ang bolpen sa bag.,They are taking the pen from the bag.
Ginatago nila ang bolpen sa aparador.,They are keeping the pen in the cabinet.
Ginahawiran nila ang payong.,They are holding the umbrella.
Ginabutang nila ang payong sa lamesa.,They are putting the umbrella on the table.
Ginakuha nila ang payong sa bag.,They are taking the umbrella from the bag.
Ginatago nila ang payong sa aparador.,They are keeping the umbrella in the cabinet.
Ginahawiran nila ang panyo.,They are holding the handkerchief.
Ginabutang nila ang panyo sa lamesa.,They are putting the handkerchief on the table.
Ginakuha nila ang panyo sa bag.,They are taking the handkerchief from the bag.
Ginatago nila ang panyo sa aparador.,They are keeping the handkerchief in the cabinet.
Ginahawiran nila ang selpon.,They are holding the cellphone.
Ginabutang nila ang selpon sa lamesa.,They are putting the cellphone on the table.
Ginakuha nila ang selpon sa bag.,They are taking the cellphone from the bag.
Ginatago nila ang selpon sa aparador.,They are keeping the cellphone in the cabinet.
Ginahawiran nila ang bag.,They are holding the bag.
Ginabutang nila ang bag sa lamesa.,They are putting the bag on the table.
Ginakuha nila ang bag sa bag.,They are taking the bag from the bag.
Ginatago nila ang bag sa aparador.,They are keeping the bag in the cabinet.
Ginahawiran nila ang papel.,They are holding the paper.
Ginabutang nila ang papel sa lamesa.,They are putting the paper on the table.
Ginakuha nila ang papel sa bag.,They are taking the paper from the bag.
Ginatago nila ang papel sa aparador.,They are keeping the paper in the cabinet.
Ginahawiran nila ang baso.,They are holding the glass.
Ginabutang nila ang baso sa lamesa.,They are putting the glass on the table.
Ginakuha nila ang baso sa bag.,They are taking the glass from the bag.
Ginatago nila ang baso sa aparador.,They are keeping the glass in the cabinet.
Ginahawiran nila ang plato.,They are holding the plate.
Ginabutang nila ang plato sa lamesa.,They are putting the plate on the table.
Ginakuha nila ang plato sa bag.,They are taking the plate from the bag.
Ginatago nila ang plato sa aparador.,They are keeping the plate in the cabinet.
Ginahawiran nila ang kutsara.,They are holding the spoon.
Ginabutang nila ang kutsara sa lamesa.,They are putting the spoon on the table.
Ginakuha nila ang kutsara sa bag.,They are taking the spoon from the bag.
Ginatago nila ang kutsara sa aparador.,They are keeping the spoon in the cabinet.
Ginahawiran nila ang bulak.,They are holding the flower.
Ginabutang nila ang bulak sa lamesa.,They are putting the flower on the table.
Ginakuha nila ang bulak sa bag.,They are taking the flower from the bag.
Ginatago nila ang bulak sa aparador.,They are keeping the flower in the cabinet.
Ginahawiran nila ang yabi.,They are holding the key.
Ginabutang nila ang yabi sa lamesa.,They are putting the key on the table.
Ginakuha nila ang yabi sa bag.,They are taking the key from the bag.
Ginatago nila ang yabi sa aparador.,They are keeping the key in the cabinet.
Ginahawiran nila ang kwaderno.,They are holding the notebook.
Ginabutang nila ang kwaderno sa lamesa.,They are putting the notebook on the table.
Ginakuha nila ang kwaderno sa bag.,They are taking the notebook from the bag.
Ginatago nila ang kwaderno sa aparador.,They are keeping the notebook in the cabinet.
May libro ako.,I have a book.
Wala ako libro.,I do not have a book.
May lapis ako.,I have a pencil.
Wala ako lapis.,I do not have a pencil.
Kamusta ka?,How are you?
"Maayo man ko, salamat gid.","I'm doing well, thank you."
Diin ka makadto?,Where are you going?
Kaon ta karun?,Let's eat later.
Imo na?,Is that yours?
Diri lang ko sa balay.,I'm just here at home.
Hulat lang dira sa akon.,Wait for me there.
Masako ka subong?,Are you busy right now?
Nahidlaw gid ko sa imo!,I missed you!
Halong ka gid permi.,Take care always.
Sin-o upod mo?,Who is with you?
Lagaw ta bwas.,Let's hang out tomorrow.
Tawgan lang ta ka karun.,I'll call you later.
Ano gina-obra mo?,What are you doing?
Naga-tuon ko para sa exam.,I am studying for the exam.
Indi malipat sang payong.,Don't forget the umbrella.
Kainit gid subong!,It's so hot today!
Maupod ka sa amon?,Are you coming with us?
Diri na ko.,I'm already here.
Ano oras ka maabot?,What time will you arrive?
Kadto ta sa SM City karun.,Let's go to SM City later.
kaladlawan gid na ya!,That's very funny!
Wala ko kabalo.,I don't know.
Basi sa sunod na lang.,Maybe next time.
Kapoy na ko.,I'm tired already.
Pwede ka hulam sang imo bolpen?,Can I borrow your pen?
Manamit gid ang pagkaon.,The food is delicious.
Malipayon nga pag-abot sang imo adlaw!,Happy birthday to you!
Diin mo na ginbakal?,Where did you buy that?
Diri lang ko ma-pundo.,I'll just stay here.
Naga-ulan sa guwa?,Is it raining outside?
Hulat lang anay.,Wait a minute.
Tan-aw ta sine.,Let's watch a movie.
Kanami sang imo bayo.,Your dress is beautiful.
Gutom na ko.,I'm hungry.
Pauli na ta.,Let's go home.
Pwede mo ko mabuligan?,Can you help me?
Ok lang ina.,It's okay.
Kitaay ta bwas.,See you tomorrow.
Maayong aga sa inyo tanan.,Good morning everyone.
Maayong gab-i.,Good evening.
Ano ngalan mo?,What is your name?
Sa Jaro ko naga-istar.,I live in Jaro.
Taga-Iloilo gid ko.,I am from Iloilo.
Sigurado ka?,Are you sure?
Kape ta bi.,Let's have coffee.
Hulat lang ko sa kanto.,Wait for me at the corner.
Hambali sia nga diri na ko.,Tell him I'm here.
Balik lang ko.,I'll be back.
Indi mag-palibog.,Don't worry.
Tag-pila ini?,How much is this?
Pwede ka-ayo?,Can I get a discount?
Mahal gid na ya.,It's too expensive.
Bakal ko isa ka kilo nga bugas.,I'll buy one kilo of rice.
