reference	hiligaynon	english
2KI.6.31	Nagsiling siya, “Kabay pa nga silutan ako sang Dios sing puwerte gid kon indi ko mapautdan sang ulo si Elisha nga anak ni Shafat subong nga adlaw!”	Then he said, God do so and more also to me, if the head of Elisha the son of Shaphat shall stand on him this day.
2KI.6.32	Karon, nagapungko si Elisha sa iya balay nga nagapakig-estorya sa mga manugdumala sang Israel sang Israel . Nagsugo ang hari sang isa ka tawo nga mag-una sa iya didto kay Elisha didto kay Elisha . Pero antes mag-abot ang ginsugo sang hari, nagsiling si Elisha sa mga manugdumala, “Ang aton hari nga aton hari nga manugpatay nagpasugo sang tawo sa pag-utod sang akon ulo. Kon mag-abot na gani ang tawo siraduhi ninyo ang puwertahan kag indi siya pagpasudla. Ang hari mismo nga hari mismo nga iya agalon nagasunod sa iya.”	But Elisha sat in his house, and the elders sat with him; and the king the king sent a man from before him: but ere the messenger came to him, he said to the elders, See ye how this son of a murderer hath sent to take away mine head? look, when the messenger cometh, shut the door, and hold him fast at the door: is is not the sound of his master's feet behind him?
2KI.6.33	Samtang nagahambal pa si Elisha sa ila, nag-abot ang ginsugo sang hari. Kag nagsiling siya, “Ini nga katalagman nga nag-abot halin mismo sa Ginoo Ginoo . Ti ngaa mahulat pa ako nga magbulig siya?”	And while he yet talked with them, behold, the messenger came down unto him: and he said, Behold, this evil is is of the LORD LORD ; what should I wait for the LORD LORD any longer?
2KI.6.4	Nagkadto sila sa Suba sang Suba sang Jordan kag nagpangtapas sang mga kahoy.	So he went with them. And when they came to Jordan, they cut down wood.
2KI.6.5	Samtang ang isa sa ila nagatapas, nahulog ang ulo sang iya wasay sa tubig, gani nagsinggit siya, “Sir, ginhulam ko lang ato!”	But as one was felling a beam, the axe head fell into the water: and he cried, and said, Alas, master! for it was borrowed.
2KI.6.6	Nagpamangkot si Elisha, “Diin dampi nahulog?” Gintudlo sang tawo kon diin dampi nahulog, kag dayon nag-utod si Elisha sang lipak kag ginhaboy ini didto. Kag naglutaw ang ulo sang wasay.	And the man of God said, Where fell it? And he shewed him the place. And he cut down a stick, and cast it it in thither; and the iron did swim.
2KI.6.7	Nagsiling si Elisha, “Kuhaa na.” Kag ginkuha sang tawo.	Therefore said he, Take it it up to thee. And he put out his hand, and took it.
2KI.6.8	Karon, nagpakig-away ang hari sang Aram sa Israel. Ginkonsulta niya ang iya mga opisyal kon diin sila nga mga lugar makampo.	Then the king of Syria warred against Israel, and took counsel with his servants, saying, In such and such a place shall be shall be my camp.
2KI.6.9	Ginsilingan ni Elisha, nga Elisha, nga alagad sang Dios, ang hari sang Israel, “Indi kamo makaagi sa sina nga lugar kay ara dira nagabantay ang mga Arameanhon.”	And the man of God sent unto the king of Israel, saying, Beware that thou pass not such a place; for thither the Syrians are come down.
2KI.7.1	Nagsabat si Elisha, “Pamatii ining ginasiling sang Ginoo Ginoo : ‘Sa amo sini nga oras buwas, ang bili sang tatlo ka gantang nga harina, isa lang ka bilog nga pilak, kag amo man ang bili sang anom ka gantang nga barley sa balaligyaan # 7:1 balaligyaan: sa Hebreo, puwertahan # 7:1 balaligyaan: sa Hebreo, puwertahan 7:1 balaligyaan: sa Hebreo, puwertahan sang Samaria.’ ”	Then Elisha said, Hear ye the word of the LORD LORD ; Thus saith the LORD LORD , To morrow about this time shall shall a measure of fine flour be sold be sold for a shekel, and two measures of barley for a shekel, in the gate of Samaria.
2KI.7.10	Gani nagbalik sila sa siyudad sang Samaria sang Samaria kag gintawag nila ang mga guwardya sang puwertahan sang siyudad kag ginsilingan, “Nagkadto kami sa kampo sang mga Arameanhon kag wala gid sing tawo didto, luwas lang sa mga kabayo kag mga donkey nga napanghigot. Kag ara pa ang mga pagkabutang sa mga tolda.”	So they came and called unto the porter of the city: and they told them, saying, We came to the camp of the Syrians, and, behold, there was there was no man there, neither voice of man, but horses tied, and asses tied, and the tents as they were were .
2KI.7.11	Ginsinggit sang mga guwardya ang ini nga balita sa mga tawo hasta nga nakaabot ini sa palasyo sang hari.	And he called the porters; and they told it it to the king's house within.
2KI.7.12	Bisan madulom pa, nagbangon ang hari kag nagsiling sa iya mga opisyal, “Sugiran ko kamo kon ano ang ginaplano sang mga Arameanhon. Nahibaluan nila nga ginagutom kita, gani ginbayaan nila ang ila kampo kag nagpanago sa mga kabukiran. Kay nagahunahuna sila nga sigurado gid nga magguwa kita, kag dayon dakpon nila kita kag agawon ang siyudad.”	And the king arose in the night, and said unto his servants, I will now shew you what the Syrians have done to us. They know that we be be hungry; therefore are they gone out of the camp to hide themselves in the field, saying, When they come out of the city, we shall catch them alive, and get into the city.
2KI.7.13	Nagsabat ang isa sang iya mga opisyal, “May lima pa kita ka kabayo nga nabilin, ngaa indi kita magpasugo sang pila ka tawo sa pag-usisa kon ano gid bala ang natabo? Bahala na kon patyon sila, total kon diri sila, mapatay man gihapon sila upod sa aton.”	And one of his servants answered and said, Let some some take, I pray thee, five of the horses that remain, which are left in the city, (behold, they are are as all the multitude of Israel that are left in it: behold, I say I say , they are are even as all the multitude of the Israelites that are consumed:) and let us send and see.
2KI.7.14	Gani nagpreparar sila sang duha ka karwahe nga may mga kabayo, kag nagpadala ang hari sang mga tawo sa paghibalo kon ano gid ang natabo sa mga soldado sang Aram.	They took therefore two chariot horses; and the king sent after the host of the Syrians, saying, Go and see.
2KI.7.15	Nakaabot sila hasta sa Suba sang Suba sang Jordan, kag nakita nila sa mga dalan ang mga bayo kag mga kagamitan nga ginpanghaboy sang mga Arameanhon sa ila nga dali-dali nga pagpalagyo. Nagbalik ang mga ginsugo kag ginbalita nila ini sa hari.	And they went after them unto Jordan: and, lo, all the way was was full of garments and vessels, which the Syrians had cast away in their haste. And the messengers returned, and told the king.
2KI.7.16	Dayon nagguwa ang mga tawo sa siyudad sa siyudad kag ginpanguha nila ang mga nagkalabilin sa kampo sang mga Arameanhon. Kag natabo matuod ang ginsiling sang Ginoo Ginoo nga ang bili sang tatlo ka gantang nga harina isa lang ka bilog nga pilak, kag amo man ang bili sang anom ka gantang nga barley.	And the people went out, and spoiled the tents of the Syrians. So a measure of fine flour was sold sold for a shekel, and two measures of barley for a shekel, according to the word of the LORD LORD .
2KI.7.17	Ang ginbutang sang hari nga magkontrolar sa pagdinaguso sang mga tawo nga magkontrolar sa pagdinaguso sang mga tawo sa puwertahan sang siyudad sang siyudad amo ang opisyal nga iya ginasaligan. Pero natumba siya kag natumba siya kag gintapak-tapak sang mga tawo didto sa puwertahan, kag napatay siya suno sa ginsiling ni Elisha nga ni Elisha nga alagad sang Dios sang nagkadto ang hari kay Elisha.	And the king appointed the lord on whose hand he leaned to have the charge of the gate: and the people trode upon him in the gate, and he died, as the man of God had said, who spake when the king came down to him.
2KI.7.18	Natabo man ang ginsiling sang alagad sang Dios sa hari, “Sa amo sini nga oras buwas, ang bili sang tatlo ka gantang nga harina, isa lang ka bilog nga pilak, kag amo man ang bili sang anom ka gantang nga barley sa balaligyaan # 7:18 balaligyaan: sa Hebreo, puwertahan # 7:18 balaligyaan: sa Hebreo, puwertahan 7:18 balaligyaan: sa Hebreo, puwertahan sang Samaria.”	And it came to pass as the man of God had spoken to the king, saying, Two measures of barley for a shekel, and a measure of fine flour for a shekel, shall be to morrow about this time in the gate of Samaria:
2KI.7.19	Nagsabat sadto ang opisyal sang hari, sang hari, “Bisan pa gani ginapaulan sang Ginoo Ginoo , # 7:19 Tan-awa ang footnote sa 7:2. # 7:19 Tan-awa ang footnote sa 7:2. 7:19 Tan-awa ang footnote sa 7:2. indi gid makapareho sina kabugana ang mga patubas.” Kag nagsiling si Elisha, nga Elisha, nga alagad sang Dios, “Makita mo nga matabo ini, pero indi ka makakaon sini.”	and that lord answered the man of God, and said, Now, behold, if if the LORD LORD should make windows in heaven, might such a thing be? And he said, Behold, thou shalt see it with thine eyes, but shalt not eat thereof.
2KI.7.2	Nagsiling ang opisyal nga ginasaligan sang hari kay Elisha, nga Elisha, nga alagad sang Dios, “Bisan pa gani ginapaulan sang Ginoo Ginoo , # 7:2 ginapaulan sang Ginoo : sa literal, ginabuksan sang Ginoo ang mga bintana sang langit # 7:2 ginapaulan sang Ginoo : sa literal, ginabuksan sang Ginoo ang mga bintana sang langit 7:2 ginapaulan sang Ginoo : Ginoo sa literal, ginabuksan sang Ginoo ang mga bintana sang langit Ginoo indi gid makapareho sina kabugana ang mga patubas.” Nagsabat si Elisha, “Makita mo nga matabo ini, pero indi ka makakaon sini.”	Then a lord on whose hand the king leaned answered the man of God, and said, Behold, if if the LORD LORD would make windows in heaven, might this thing be? And he said, Behold, thou shalt see it it with thine eyes, but shalt not eat thereof.
2KI.7.20	Kag natabo matuod ini sa opisyal, kay gintapak-tapak siya sang mga tawo nga nagdinaguso nga nagdinaguso sa puwertahan sang siyudad, sang siyudad, kag napatay siya.	And so it fell out unto him: for the people trode upon him in the gate, and he died.
2KI.7.3	Karon, may apat ka tawo nga may delikado nga balatian sa panit # 7:3 delikado nga balatian sa panit: Tan-awa ang footnote sa 5:1. # 7:3 delikado nga balatian sa panit: Tan-awa ang footnote sa 5:1. 7:3 delikado nga balatian sa panit: Tan-awa ang footnote sa 5:1. nga nagapungko sa may puwertahan sang siyudad sang siyudad . Naghambalanay sila, “Ngaa magsagi kita tiner diri hasta mapatay kita?	And there were four leprous men at the entering in of the gate: and they said one to another, Why sit we here until we die?
2KI.7.4	Kon magsulod kita sa siyudad mapatay kita didto sa gutom, kag kon magpungko lang kita diri, mapatay man kita gihapon. Gani makadto na lang kita sa kampo sang mga Arameanhon kag magsurender. Kon indi nila kita pag-anhon, maayo, pero kon patyon nila kita, bahala na.”	If we say, We will enter into the city, then the famine is is in the city, and we shall die there: and if we sit still here, we die also. Now therefore come, and let us fall unto the host of the Syrians: if they save us alive, we shall live; and if they kill us, we shall but die.
2KI.7.5	Gani pagkagab-i, nagkadto sila sa kampo sang mga Arameanhon. Pero pag-abot nila, wala sing tawo didto.	And they rose up in the twilight, to go unto the camp of the Syrians: and when they were come to the uttermost part of the camp of Syria, behold, there was there was no man there.
2KI.7.6	Kay ginpabati sang Ginoo Ginoo ang mga soldado sang Aram sang ginahod sang mga karwahe, mga kabayo, kag sang madamo nga soldado, gani naghunahuna ang mga Arameanhon nga ginsuhulan sang hari sang Israel ang hari sang mga Hithanon kag ang hari sang mga Egyptohanon sa pagsalakay sa ila.	For the LORD LORD had made the host of the Syrians to hear a noise of chariots, and a noise of horses, even even the noise of a great host: and they said one to another, Lo, the king of Israel hath hired against us the kings of the Hittites, and the kings of the Egyptians, to come upon us.
2KI.7.7	Amo gani nga nagpalagyo sila sang gab-i kag ginpamayaan nila ang ila mga tolda, mga kabayo, kag mga donkey. Ginbayaan lang nila ang ila kampo kag nagpalalagyo sila para maluwas ang ila kaugalingon.	Wherefore they arose and fled in the twilight, and left their tents, and their horses, and their asses, even the camp as it was was , and fled for their life.
2KI.7.8	Pag-abot sa kampo sang mga tawo nga may balatian sa panit, gin-isa-isa nila sulod ang mga tolda. Sige ang ila kaon kag inom, kag panguha sang mga pilak, mga bulawan kag mga bayo. Kag ginpanago nila ini.	And when these lepers came to the uttermost part of the camp, they went into one tent, and did eat and drink, and carried thence silver, and gold, and raiment, and went and hid it it ; and came again, and entered into another tent, and carried thence also also , and went and hid it it .
2KI.7.9	Sang ulihi naghambalanay sila, “Indi ini husto. Dapat kuntani ginbalita ta subong nga adlaw nga nagpalalagyo na ang mga kaaway, pero gintago-tago ta lang ini. Kon pabuwasan pa naton ang pagsugid sini, silutan gid kita. Dali, malakat kita subong kag ibalita naton ini sa palasyo sang hari.”	Then they said one to another, We do not well: this day is is a day of good tidings, and we hold our peace: if we tarry till the morning light, some mischief will come upon us: now therefore come, that we may go and tell the king's household.
2KI.8.1	Ginhambalan sadto ni Elisha ang babayi nga ang iya bata ginbuhi niya, “Dal-a ang imo pamilya kag mag-estar kamo sa iban nga lugar, kay nagsiling ang Ginoo Ginoo nga may gutom nga mag-abot sa Israel sa sulod sang pito ka tuig.”	Then spake Elisha unto the woman, whose son he had restored to life, saying, Arise, and go thou and thine household, and sojourn wheresoever thou canst sojourn: for the LORD LORD hath called for a famine; and it shall also come upon the land seven years.
2KI.8.10	Nagsabat si Elisha, “Pauli ka kag silingon mo siya nga sigurado gid nga magaayo siya, pero nagpahayag ang Ginoo Ginoo sa akon nga mapatay gid siya.”	And Elisha said unto him, Go, say unto him, Thou mayest certainly recover: howbeit the LORD LORD hath shewed me that he shall surely die.
2KI.8.11	Gintulok niya dayon si Hazael nga wala sing pulupamisok hasta nga nahuya ini. Kag naghibi si Elisha.	And he settled his countenance stedfastly, until he was ashamed: and the man of God wept.
2KI.8.12	Ginpamangkot siya ni Hazael, “Sir, ngaa nagahibi ka?” Nagsabat siya, “Tungod nahibaluan ko ang malain nga pagahimuon mo sa mga Israelinhon. Pagasunugon mo ang ila napaderan nga mga banwa, pamatyon mo ang ila mga pamatan-on sa inaway, dugmukon mo ang ila magagmay nga mga bata, kag pagaririan mo ang tiyan sang ila nagabulusong nga mga babayi.”	And Hazael said, Why weepeth my lord? And he answered, Because I know the evil that thou wilt do unto the children of Israel: their strong holds wilt thou set on fire, and their young men wilt thou slay with the sword, and wilt dash their children, and rip up their women with child.
